ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,random,group,"Welcome, and thank you for participating!   For this study, you will be shown 10 pictures of anim...",What is your gender?,What is your age?,Do you hold a Bachelors or higher college degree?,77259789 54a97508 2c60 4295 8283 70a11748c541, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",M, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",Bilby, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",Wombatbat, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",Enhanced 1383 1427218286 26, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",Enhanced 20524 1427229682 12, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",Haggis+are+animals+but+are+very+rare+in+scotland+and+ 441b7ca65f411893fc6f8790270b6aea, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",Hqdefault, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",F5b2016710e6d75886d8fe92bf6c3b23, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",3344064508 6dfe6e195c b, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",Were the statistics that you were shown during this study helpful in identifying the various anim...,Thank you for participating!   The experiment you just participated in is not actually about iden...,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2SGBmPp0SHMfUn8,Default Response Set,Anonymous,,,76.103.74.142,0,2015-08-03 07:12:10,2015-08-03 07:13:16,0,f7585ab88b3460256d6b9b2420aea798,moderate,1,Female,37,Yes,,,,,,,1,1,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_wUiNAeqXd8pgqgF,Default Response Set,Anonymous,,,166.170.46.4,0,2015-08-02 23:07:28,2015-08-02 23:10:48,0,1d7052f6209f26b7ce89c54e93a7fa63,moderate,1,Female,44,Yes,1,1,I don't knoe,1,1,Kangaroo rat,1,1,Wombat,1,1,I don't know,1,1,I don't know,1,1,Salamander,1,1,I don't know,1,1,I don't know,1,1,Whale shark,1,1,I don't know,"No, they were not helpful",,,,-1,
R_3OeLYdxZ3LuxzrC,Default Response Set,Anonymous,,,71.239.102.16,0,2015-08-03 06:10:20,2015-08-03 06:12:03,0,92d538fa327b331e48206c1d9b0ef096,moderate,1,Male,29,Yes,1,1,I don't know,1,1,I don't know,1,1,i don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",,,,-1,
R_9yJQdGKqNIi7cPf,Default Response Set,Anonymous,,,104.32.5.187,0,2015-08-03 05:43:04,2015-08-03 05:50:53,0,b63a7856455aca2c7f721aaddaa165b1,moderate,1,Male,35,Yes,1,1,I don't know,1,1,Deer mouse,1,1,Wombat,1,1,I don't know,1,1,I don't know,1,1,Alligator,1,1,I don't know,1,1,I dont know,1,1,I don't know,1,1,I dont know,"No, they were not helpful",,,,-1,
R_1ImbdY2Tp6UMgXQ,Default Response Set,Anonymous,,,50.205.202.30,0,2015-08-03 05:36:08,2015-08-03 05:38:27,0,532fe042f794f88f4a720213e1f5eaed,moderate,1,Female,39,Yes,1,1,I don't know ,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know ,1,1,I don't know,1,1,I don't know,1,1,I don't know ,1,1,I don't know ,1,1,I don't know,"No, they were not helpful",,,,-1,
R_32VH5IQOMtO57wU,Default Response Set,Anonymous,,,108.240.178.47,0,2015-08-03 05:19:17,2015-08-03 05:20:35,0,30de1b5c556d872f2ae3948d6ea14ebc,moderate,1,Female,40,Yes,,,,,,,,,,,,,,,,1,1,I don't know,,,,1,1,I don't know,,,,1,1,I don't know,,,,,-1,
R_sLLyDx1n5KUNTPj,Default Response Set,Anonymous,,,66.87.64.219,0,2015-08-03 20:56:55,2015-08-03 20:57:34,0,e97c891aed1432bf3cdc3dbdc0be5498,moderate,1,Female,41,No,,,,,,,,,,,,,,,,,,,,,,1,1,I don't know,,,,,,,,,,,-1,
R_Rt3BE2JSzNsxj2x,Default Response Set,Anonymous,,,45.50.134.112,0,2015-08-05 07:19:47,2015-08-05 07:24:35,0,8f92d7d54020c2f39b56dd85d310781e,moderate,1,Female,71,No,,,,,,,1,1,I don't know.,1,1,Badger?,1,1,I don't know.,1,1,I don't know.,,,,1,1,I don't know.,,,,1,1,I don't know.,,,,,-1,
R_dm8VKRJY792CExD,Default Response Set,Anonymous,,,68.7.84.34,0,2015-08-03 11:39:55,2015-08-03 11:44:22,0,520b579152b1bd4343f457b9a6cd818a,moderate,1,Female,40,No,1,1,deer,1,1,i don't know,1,1,i don't know,1,1,wombat,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,"No, they were not helpful",,,,-1,
R_0juaxRT2gv8ryc9,Default Response Set,Anonymous,,,67.180.219.25,0,2015-08-03 16:28:30,2015-08-03 16:32:27,0,9986ebeb7753d96bf4551f89e40528bf,moderate,1,Female,60,No,1,1,striped zuzu,1,1,kangaroo rat,1,1,I don't know,1,1,snaggle toothed wombat,1,1,frilled boge,1,1,Frilled gebofish,1,1,long haired pekinese mole,1,1,bear,1,1,penis fish,1,1,sea dragon,"No, they were not helpful",,,,-1,
R_2WDoHOmOUamP1Ra,Default Response Set,Anonymous,,,70.209.196.206,0,2015-08-03 16:40:40,2015-08-03 16:45:06,0,230099f43e2b0a552c6d474b2f8b1c0e,moderate,1,Female,31,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,i don't know,1,1,I don't know,"No, they were not helpful",,,,-1,
R_1nMyWlpmID8wg4o,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 13:56:26,2015-08-03 13:59:35,0,f33e263f1255d3880385d1aea012f1b5,moderate,1,Female,36,Yes,1,1,I don't know.,1,1,Rat,1,1,I don't know.,1,1,Wolverine,1,1,FIsh,1,1,Tadpole,1,1,I don't know.,1,1,I don't know.,1,1,Whale,1,1,Coral,"Yes, they were helpful",,,,-1,
R_1kTiOUIfYuhqauF,Default Response Set,Anonymous,,,71.177.147.28,0,2015-08-02 23:27:03,2015-08-02 23:33:29,0,aecf94b126730a77d0118e520069010d,moderate,1,Female,37,Yes,1,1,Alpaca ,1,1,Rousearoo,1,1,Possum ,1,1,Tasmanian devil,1,1,I don't know,1,1,Fish ,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"Yes, they were helpful",,,,-1,
R_3GiTZCDIdLtavfQ,Default Response Set,Anonymous,,,67.169.45.7,0,2015-08-02 22:45:11,2015-08-02 22:48:46,0,877052d68011bbd045d5528b9c84008c,moderate,1,Male,26,Yes,1,1,Deer,1,1,Gerbil,1,1,I don't know.,1,1,Bat,1,1,Salamander,1,1,Salamander,1,1,Badger,1,1,I don't know.,1,1,Eel,1,1,I don't know.,"No, they were not helpful",,,,-1,
R_1QxO8SJGz8qlGpe,Default Response Set,Anonymous,,,66.87.114.99,0,2015-08-03 13:32:58,2015-08-03 13:34:50,0,75c77ec04a7bee4127173a7cfdf934d1,moderate,1,Female,25,Yes,,,,1,1,Mouse,,,,1,1,Porcupine,1,1,I don't know ,,,,,,,,,,,,,1,1,I don't know,,,,,-1,
R_2YVcpPenF5irCsV,Default Response Set,Anonymous,,,23.118.230.128,0,2015-08-03 08:38:04,2015-08-03 08:42:44,0,49f10bc8e749a149a59197fb1c89a9c9,moderate,1,Female,36,No,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,aoxtl,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,"No, they were not helpful",,,,-1,
R_2ck0yWeveSSmE2m,Default Response Set,Anonymous,,,162.210.161.69,0,2015-08-03 13:25:42,2015-08-03 13:33:36,0,0c270cc8b651bd04342ce13c4ba2924a,moderate,1,Male,73,Yes,1,1,Deer,1,1,Rat (kangaroo rat),1,1,Possum,1,1,Other (actually the head of a bat),1,1,Other,1,1,Tadpole,1,1,Badger is most likely,1,1,Sloth (probably photo shopped),1,1,Eel,1,1,Fish,"No, they were not helpful",,,,-1,
R_21b5VtqZw4G4PuK,Default Response Set,Anonymous,,,24.6.101.4,0,2015-08-04 18:13:47,2015-08-04 18:18:49,0,c451483b9894be0f56708408da420b31,moderate,1,Male,39,Yes,1,1,Alpaca,1,1,Rabbit,1,1,Rat,1,1,I don't know,1,1,Fish,1,1,Tadpole,1,1,Badger,1,1,Other,1,1,Eel,1,1,Other,"No, they were not helpful",,,,-1,
R_d0a7q3i5PdGTsyx,Default Response Set,Anonymous,,,65.190.211.50,0,2015-08-02 21:11:05,2015-08-02 21:15:01,1,bfe1e39d03d5400e25753dd09769d708,strong,1,Female,45,Yes,1,1,I don't know,1,1,mouse,1,1,rat,1,1,I don't know,1,1,I don't know,1,1,Lizpole,1,1,wombat,1,1,sloth,1,1,eel,1,1,shrimp,"No, they were not helpful",1,34.434692382812,-77.931503295898,-1,
R_2wdcPr73pQO4qed,Default Response Set,Anonymous,,,107.137.248.67,0,2015-08-02 21:16:12,2015-08-02 21:18:22,1,35f44a8c12d9a3157c6c59c2aadb2e13,strong,1,Female,26,Yes,1,1,I don't know,1,1,rat,1,1,mouse,1,1,wombat,1,1,I don't know,1,1,salamander,1,1,I don't know,1,1,I don't know,1,1,eel,1,1,I don't know,"No, they were not helpful",1,34.061599731445,-118.08180236816,-1,
R_AdnS7iygGEg4OJP,Default Response Set,Anonymous,,,115.252.222.169,0,2015-08-02 21:13:38,2015-08-02 21:18:37,1,2364d862241ca331b38db351a80d6747,strong,1,Female,24,Yes,1,1,Deer,1,1,Mouse,1,1,Possum,1,1,I don't know,1,1,Manatee,1,1,Tadpole,1,1,Badger,1,1,I don't know.,1,1,Eel,1,1,Fish,"Yes, they were helpful",1,26.850006103516,80.916687011719,-1,
R_2qxwtTLJFmvbl78,Default Response Set,Anonymous,,,76.125.33.80,0,2015-08-02 21:49:31,2015-08-02 21:53:21,1,dd0288942588af302502f3df2fa8d6d2,strong,1,Female,59,No,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,37.975296020508,-121.32440185547,-1,
R_8knkebbt2DOeiSl,Default Response Set,Anonymous,,,50.156.0.134,0,2015-08-02 21:51:10,2015-08-02 21:54:10,1,d109dc6647f0ebaa7834bbba87a88552,strong,1,Male,23,Yes,1,1,Alpaca,1,1,I don't know,1,1,Wallaby,1,1,Porcupine,1,1,I don't know,1,1,Tadpole,1,1,I dont know,1,1,I don't know,1,1,Other,1,1,Coral,"No, they were not helpful",1,37.867004394531,-122.24000549316,-1,
R_2rUyKlTGU936sAO,Default Response Set,Anonymous,,,24.6.18.2,0,2015-08-02 21:59:01,2015-08-02 22:01:25,1,da1c7e98ee880f074f0aab2a2aae43b0,strong,1,Female,37,Yes,1,1,I don't know,1,1,Kangaroo Mouse,1,1,I don't know,1,1,i don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,i don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,37.830902099609,-122.21960449219,-1,
R_24OEZypXyP8LVr3,Default Response Set,Anonymous,,,76.218.49.154,0,2015-08-02 22:00:17,2015-08-02 22:03:14,1,b7cd2cc16c15acd68436c2b51b4a11c3,strong,1,Male,24,Yes,1,1,Alpaca,1,1,Mouse,1,1,Possum,1,1,Wolverine,1,1,I don't know,1,1,Lizard,1,1,Badger,1,1,Sloth,1,1,Eel,1,1,Fish,"No, they were not helpful",1,37.773498535156,-122.27880096436,-1,
R_uy5m90NQ8J9WP1n,Default Response Set,Anonymous,,,24.6.178.238,0,2015-08-02 22:11:34,2015-08-02 22:15:08,1,cd6b16a56752e6b6e566562b790a73fc,strong,1,Male,39,Yes,1,1,Antelope,1,1,jackalope,1,1,Possum,1,1,I don't know,1,1,Mudguppy,1,1,mudguppy,1,1,muskrat,1,1,I don't know,1,1,fish,1,1,Fish,"No, they were not helpful",1,37.567001342773,-121.98289489746,-1,
R_3IbOtDan5djIUhj,Default Response Set,Anonymous,,,104.10.170.166,0,2015-08-02 22:30:10,2015-08-02 22:33:17,1,bf8228c6cc34b8ba1e4b296e5c6be8ba,strong,1,Female,33,Yes,1,1,llama,1,1,rat,1,1,possum,1,1,I don't know,1,1,I don't know,1,1,tadpole,1,1,badger,1,1,sloth,1,1,eel,1,1,I don't know,"Yes, they were helpful",1,33.892395019531,-117.78790283203,-1,
R_21tZwKSsk4SQMYu,Default Response Set,Anonymous,,,174.58.15.129,0,2015-08-02 22:35:53,2015-08-02 22:42:34,1,906a8cf262ba182f1f494b68f335ae45,strong,1,Female,61,No,1,1,I don't know,1,1,mouse,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,salamander,1,1,I don't know,1,1,I don't know,1,1,eel,1,1,fish,"Yes, they were helpful",1,27.325500488281,-82.47339630127,-1,
R_2CrI3uFM6lzfuQv,Default Response Set,Anonymous,,,68.225.195.181,0,2015-08-02 22:38:14,2015-08-02 22:43:09,1,3b90492dc76f52c02535160a8988324a,strong,1,Male,24,No,1,1,i don't know,1,1,jerboa,1,1,i don't know,1,1,i don't know,1,1,I don't know,1,1,tadpole,1,1,rat,1,1,bear,1,1,eel,1,1,blue sea slug,"No, they were not helpful",1,33.400100708008,-111.92900085449,-1,
R_3DbUeBRr6erlZtW,Default Response Set,Anonymous,,,98.112.228.240,0,2015-08-02 22:42:08,2015-08-02 22:45:01,1,884a5680723b67f9af8d61ca6c39c1a6,strong,1,Female,38,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Tadpole,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Fish,"No, they were not helpful",1,33.888000488281,-118.13040161133,-1,
R_2P5LpzrpIcJnI5j,Default Response Set,Anonymous,,,71.198.89.218,0,2015-08-02 22:50:41,2015-08-02 22:55:48,1,0d9aa328676eb990cc4c7e58bd37f234,strong,1,Male,25,Yes,1,1,Deer,1,1,Field Mouse,1,1,Possum,1,1,Wolverine,1,1,Salamander,1,1,Salamander,1,1,Other,1,1,Chupacabra,1,1,Prehistoric Shark - Found of the Coast of Japan (saw it on TV once),1,1,Sea Urchin,"No, they were not helpful",1,37.044799804688,-122.10209655762,-1,
R_3D6FAphwWzufJJF,Default Response Set,Anonymous,,,76.102.63.54,0,2015-08-02 22:41:50,2015-08-02 23:00:53,1,3b050a0a2e9038950bab407d770de385,strong,1,Male,32,No,1,1,Antelopes,1,1,Jerboa,1,1,Bilby,1,1,Wombat,1,1,Salamander,1,1,Albino salamander,1,1,Wild haggis,1,1,Bear,1,1,Frilled shark,1,1,nudibranch blue dragon,"No, they were not helpful",1,36.67529296875,-121.61019897461,-1,
R_25EhYMXbZGW5E7h,Default Response Set,Anonymous,,,98.207.215.92,0,2015-08-02 23:06:11,2015-08-02 23:08:44,1,bf523d9a96c48a1028de1ac36c27f070,strong,1,Male,31,Yes,1,1,Alpaca,1,1,Mouse,1,1,Possum,1,1,Porcupine,1,1,Manatee,1,1,Lizard,1,1,Badger,1,1,Sloth,1,1,Eel,1,1,Fish,"Yes, they were helpful",1,37.718597412109,-121.91639709473,-1,
R_zdPYbBsl7RMXU2t,Default Response Set,Anonymous,,,96.40.171.36,0,2015-08-02 23:14:54,2015-08-02 23:18:10,1,116fc5840a1f08f68ceb6dc2da7e242a,strong,1,Male,33,No,1,1,Deer,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Tadpole,1,1,I don't know,1,1,I don't know,1,1,Eel,1,1,I don't know,"No, they were not helpful",1,33.754196166992,-118.20190429688,-1,
R_BtYazs7BzAkcB4l,Default Response Set,Anonymous,,,107.9.150.210,0,2015-08-02 23:16:00,2015-08-02 23:20:45,1,a2fc36b472503becb649620fc8b92edb,strong,1,Female,47,No,1,1,Knu,1,1,rabbit,1,1,I don't know,1,1,wolverine,1,1,fish,1,1,tadpole,1,1,badger,1,1,I don't know,1,1,moray eel,1,1,I don't know,"Yes, they were helpful",1,41.231399536133,-80.756698608398,-1,
R_2EaagsUVug9xBit,Default Response Set,Anonymous,,,74.195.63.119,0,2015-08-02 23:19:43,2015-08-02 23:22:43,1,2b34c0bdfc5aef6af5f4e9e1ca747bc4,strong,1,Female,51,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Eel,1,1,I don't know,"No, they were not helpful",1,36.624893188477,-121.82569885254,-1,
R_1gjA3oXjyGSR3hJ,Default Response Set,Anonymous,,,98.210.196.98,0,2015-08-02 23:20:05,2015-08-02 23:23:55,1,1b79414c80f32201d61cd196c0403b6b,strong,1,Female,26,No,1,1,I don't know,1,1,mouse,1,1,possum,1,1,wolverine,1,1,otter,1,1,tadpole,1,1,badger,1,1,sloth,1,1,eel,1,1,fish,"Yes, they were helpful",1,37.748397827148,-122.4156036377,-1,
R_11ZvCUwRfsCrENq,Default Response Set,Anonymous,,,118.93.79.50,0,2015-08-02 23:55:30,2015-08-03 00:00:58,1,bb1f652dbcdf0f963e02fa8cb98689b6,strong,1,Male,21,No,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Salamander,1,1,I don't know,1,1,Wolverine,1,1,Shark,1,1,Sea slug,"No, they were not helpful",1,-41.282897949219,174.78421020508,-1,
R_2rGfquxtNFo0Kgf,Default Response Set,Anonymous,,,23.112.153.90,0,2015-08-03 00:23:41,2015-08-03 00:27:10,1,276ce1cda0defefb1bb0f777dddab517,strong,1,Female,33,Yes,1,1,Deer,1,1,Other,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Other,1,1,I don't know,1,1,Sloth,1,1,I don't know,1,1,Crab,"No, they were not helpful",1,33.892395019531,-117.78790283203,-1,
R_pPJbu5vBHeuPjhf,Default Response Set,Anonymous,,,108.213.25.96,0,2015-08-03 01:01:50,2015-08-03 01:07:26,1,e0035e2dff251b1723c1c6661c2c54fa,strong,1,Female,32,No,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Frill shark,1,1,I don't know,"No, they were not helpful",1,33.951705932617,-118.29560089111,-1,
R_5vEpeHKtxRnaV0t,Default Response Set,Anonymous,,,63.243.37.162,0,2015-08-03 01:06:35,2015-08-03 01:09:07,1,46d8b1436b8839f23cb67e34ddd6a718,strong,1,Male,57,Yes,1,1,Deer.,1,1,I don't know.,1,1,Possum,1,1,Badger.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,Eel.,1,1,I don't know.,"Yes, they were helpful",1,28.618499755859,-81.433601379395,-1,
R_3OlBIbZaiFlOUdc,Default Response Set,Anonymous,,,50.53.70.68,0,2015-08-03 01:20:22,2015-08-03 01:23:36,1,1819982a44c7033ace9df097fe455566,strong,1,Male,24,Yes,1,1,alpaca,1,1,mouse,1,1,rat,1,1,wombat,1,1,axolotl,1,1,axolotl,1,1,shrew,1,1,I don't know,1,1,eel,1,1,I don't know,"No, they were not helpful",1,45.447006225586,-122.76679992676,-1,
R_1lgC860yRFrL52g,Default Response Set,Anonymous,,,108.222.241.105,0,2015-08-03 03:37:50,2015-08-03 03:40:24,1,93929e771347a89658dcf7d2262dafee,strong,1,Male,28,Yes,1,1,Deer,1,1,Rat,1,1,Rat,1,1,I don't know. ,1,1,Salamander,1,1,Salamander,1,1,Badger,1,1,Bear,1,1,Shark,1,1,Fish,"No, they were not helpful",1,29.751007080078,-95.612998962402,-1,
R_2f7p3qcXfuVAn3I,Default Response Set,Anonymous,,,206.112.75.195,0,2015-08-03 04:43:39,2015-08-03 04:47:51,1,d99973307c6722298b4ef04564eca96d,strong,1,Male,47,Yes,1,1,deer,1,1,Mouse Rat,1,1,Chinchilla,1,1,tasmanian devil,1,1,axlotl,1,1,axlotl,1,1,critter,1,1,Bear,1,1,Eel,1,1,sea worm,"No, they were not helpful",1,38.43359375,-77.388702392578,-1,
R_2pXFYF8XddmAJAA,Default Response Set,Anonymous,,,76.236.14.160,0,2015-08-03 04:44:30,2015-08-03 04:49:41,1,383245beb135240a0c8fa729c038532e,strong,1,Male,35,No,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,bear,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,43.118804931641,-85.494300842285,-1,
R_2CUFujvyOfTnFuA,Default Response Set,Anonymous,,,184.16.117.127,0,2015-08-03 05:01:26,2015-08-03 05:04:04,1,ba20923cd5e682632f1192656d996b51,strong,1,Male,50,No,1,1,Deer,1,1,Mouse,1,1,Possum,1,1,Wolverine,1,1,Otter,1,1,I don't know,1,1,Badger ,1,1,Sloth,1,1,Eel,1,1,Fish,"Yes, they were helpful",1,39.838104248047,-84.905403137207,-1,
R_1DuwWl3LIRQBFm8,Default Response Set,Anonymous,,,198.135.125.81,0,2015-08-03 05:28:23,2015-08-03 05:35:50,1,914996e5889ce6a5d7815401fd4f1c70,strong,1,Female,40,Yes,1,1,Gazelle,1,1,Mini Kangaroo,1,1,Rodent,1,1,Some sort of bat.,1,1,Salamander,1,1,Salamander,1,1,I don't know.,1,1,I don't know.,1,1,Shark (missing dorsal fin),1,1,I don't know,"No, they were not helpful",1,41.850006103516,-87.650001525879,-1,
R_9G45LC2XIpwiz3H,Default Response Set,Anonymous,,,97.84.173.192,0,2015-08-03 05:44:40,2015-08-03 05:47:25,1,677b606159cda2663fedc104c710dc74,strong,1,Male,38,No,1,1,deer,1,1,kangaroo mouse,1,1,rat,1,1,wolverine,1,1,dragonfish,1,1,dragonfish,1,1,i don't know,1,1,bear,1,1,eel fish,1,1,i don't know,"Yes, they were helpful",1,43.498901367188,-84.15599822998,-1,
R_430k2T9DY84zyFz,Default Response Set,Anonymous,,,166.173.58.173,0,2015-08-03 05:43:28,2015-08-03 05:48:04,1,f75f10f81eedeb1e46b6ca9702ff4f7d,strong,1,Female,26,Yes,1,1,i dont know,1,1,mouse,1,1,kangaroo rat,1,1,wolverine,1,1,i dont know,1,1,tadpole,1,1,i dont know,1,1,hairless bear,1,1,lamprey,1,1,fish,"Yes, they were helpful",1,32.783096313477,-96.806701660156,-1,
R_2BrC9V4zYvo69TL,Default Response Set,Anonymous,,,172.2.142.120,0,2015-08-03 05:46:06,2015-08-03 05:48:08,1,454f2de1b7066e95097b217f6357eb42,strong,1,Female,33,Yes,1,1,Antelope,1,1,I don't know,1,1,Possum,1,1,Badger,1,1,Lizard,1,1,Lizard,1,1,Mongoose,1,1,Sloth,1,1,Eel,1,1,Sea Anenome,"Yes, they were helpful",1,32.777297973633,-117.10079956055,-1,
R_2z6eA3ZAcWCLqDI,Default Response Set,Anonymous,,,73.41.169.129,0,2015-08-03 05:58:42,2015-08-03 06:04:51,1,06a80b3a7408809ce156cbee6af48e85,strong,1,Female,34,No,1,1,Deer,1,1,Rat ,1,1,I don't know ,1,1,Wolverine ,1,1,Fish ,1,1,Fish,1,1,Badger ,1,1,I dont know ,1,1,Eel,1,1,Coral ,"No, they were not helpful",1,37.678298950195,-120.95010375977,-1,
R_3pHIBxeTICPJ2Qp,Default Response Set,Anonymous,,,14.99.231.94,0,2015-08-03 06:07:42,2015-08-03 06:11:39,1,e73460f4efba83d235d078d2f9d207e0,strong,1,Male,33,Yes,1,1,Deer,1,1,Mouse,1,1,Possum,1,1,Wolverine,1,1,Fish,1,1,Tadpole,1,1,Badger,1,1,I don't know,1,1,Fish,1,1,Fish,"Yes, they were helpful",1,13.083297729492,80.283294677734,-1,
R_3PLl2XeniwjgG6s,Default Response Set,Anonymous,,,172.56.20.208,0,2015-08-03 06:18:31,2015-08-03 06:20:36,1,7a099a6de52dee2045b52916f98153c8,strong,1,Male,28,Yes,1,1,I don't know,1,1,I don't know,1,1,Wombat,1,1,Wolverine,1,1,I don't know,1,1,Salamander,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,38,-97,-1,
R_41GrUQmK5qN58tP,Default Response Set,Anonymous,,,74.84.95.210,0,2015-08-03 06:43:49,2015-08-03 06:47:51,1,0ccec4ceed348ceea93ee328e5222c4f,strong,1,Male,29,Yes,1,1,Deer of some sort,1,1,I don't know,1,1,I don't know,1,1,Bat,1,1,I don't know,1,1,Lizard ... Did you get these photos from imgur?,1,1,rat,1,1,Bear,1,1,frill shark,1,1,I don't know,"No, they were not helpful",1,30.421295166016,-87.216903686523,-1,
R_2awzeKXwPfbtXBb,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 05:16:00,2015-08-03 07:05:53,1,3bb000109720fc5434fb2e1ea66b0aa5,strong,1,Male,32,Yes,1,1,I don't know,1,1,Kangaroo mouse,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Donald Trump,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,33.571701049805,-117.72889709473,-1,
R_1dEb44gbdnWhKqK,Default Response Set,Anonymous,,,24.196.164.55,0,2015-08-03 07:00:55,2015-08-03 07:06:50,1,93e439a8f44d39d105cc9659ecf0bd88,strong,1,Male,27,Yes,1,1,I don't know,1,1,Mouse,1,1,Possum,1,1,Badger,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"Yes, they were helpful",1,35.610000610352,-80.98819732666,-1,
R_3nMJXPj44lCjt3C,Default Response Set,Anonymous,,,76.174.6.157,0,2015-08-03 07:05:58,2015-08-03 07:10:09,1,8fa009022026c9863ef4451bd993cd92,strong,1,Female,60,No,1,1,cow,1,1,wombat,1,1,opossum,1,1,I don't know,1,1,eel,1,1,tadpole,1,1,skunk,1,1,sloth,1,1,eel,1,1,jellyfish,"No, they were not helpful",1,33.949401855469,-116.97750091553,-1,
R_3NQjswxBhhaD7PM,Default Response Set,Anonymous,,,76.174.5.192,0,2015-08-03 07:28:18,2015-08-03 07:33:09,1,c71bb1a3cb82c05ddcb23a0bd1ea6063,strong,1,Female,62,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,EEL,1,1,I don't know,"No, they were not helpful",1,34.048599243164,-117.01429748535,-1,
R_2QAOqOkGKKXRajj,Default Response Set,Anonymous,,,5.13.137.19,0,2015-08-03 07:38:22,2015-08-03 07:41:35,1,4b78392366cc9786c62d0c90a126e6aa,strong,1,Male,45,Yes,1,1,Alpaca,1,1,I don't know.,1,1,Possum,1,1,bat,1,1,I don't know.,1,1,fish,1,1,I don't know,1,1,I don't know,1,1,Eel,1,1,I don't know,"No, they were not helpful",1,45.449996948242,28.050003051758,-1,
R_2dmqG6dXuyizATt,Default Response Set,Anonymous,,,108.208.53.69,0,2015-08-03 07:35:46,2015-08-03 07:43:30,1,17a7dadc135fff6edf3edc9250f814c9,strong,1,Male,33,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Amphibian,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,37.775802612305,-122.41279602051,-1,
