V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,random,group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2e4MJsVcUIWtPn7,Default Response Set,Anonymous,,,107.204.206.46,0,2015-08-03 18:09:30,2015-08-03 18:11:50,1,8c4970bf409c23f31d01bd18c3fdd1a2,control,1,Female,35,No,1,1,antelope,1,1,i dont know,1,1,i dont know,1,1,i dont know,1,1,i dont know,1,1,i dont know,1,1,i dont know,1,1,i dont know,1,1,i dont know,1,1,i dont know,I did not see any statistics,1,33.679306030273,-117.90550231934,-1,
R_2wtubkzEB7RMkxE,Default Response Set,Anonymous,,,75.33.33.62,0,2015-08-03 18:16:27,2015-08-03 18:18:57,1,dd2c73fe7529bfe54acd1f82e57e4631,control,1,Female,43,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,41.497299194336,-81.471397399902,-1,
R_1UnWeyQ6QgjQD4t,Default Response Set,Anonymous,,,76.173.237.178,0,2015-08-03 18:45:57,2015-08-03 18:49:53,1,1611948a7a9b41c1302241b88aa138cd,control,1,Male,34,Yes,1,1,I don't know.,1,1,Mouse,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,Eel ,1,1,I don't know.,I did not see any statistics,1,21.362899780273,-157.87269592285,-1,
R_24IeQhe73QpouJj,Default Response Set,Anonymous,,,71.237.3.38,0,2015-08-03 20:48:20,2015-08-03 20:49:44,1,96e99bc9f6b1083f47bc640fd00b7d86,control,1,Female,30,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,39.731292724609,-104.96920013428,-1,
R_1o0kzxN8QXmhP2f,Default Response Set,Anonymous,,,71.51.2.217,0,2015-08-03 21:04:17,2015-08-03 21:05:53,1,8ac920861c40fd019c77bd93b9761b74,control,1,Female,31,Yes,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know,1,1,I don't know.,1,1,I don't know.,I did not see any statistics,1,37.835098266602,-78.281196594238,-1,
R_2V1LRt2LkL5PNPv,Default Response Set,Anonymous,,,172.112.7.145,0,2015-08-03 21:20:21,2015-08-03 21:24:16,1,2dd3617844ebf5c4e457332a13c58d34,control,1,Female,38,No,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't knoe,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,34.302093505859,-118.72079467773,-1,
R_33asANIfsUCbM82,Default Response Set,Anonymous,,,108.0.157.11,0,2015-08-03 22:52:59,2015-08-03 22:56:33,1,97dd5c8effc03b8b56f1182f652c996a,control,1,Female,34,Yes,1,1,Reindeer,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,33.542602539062,-117.33909606934,-1,
R_3oNrm2uclPQQwMu,Default Response Set,Anonymous,,,71.190.76.190,0,2015-08-04 05:51:12,2015-08-04 05:54:08,1,aab44f71c3989c68e899d98ad40b4f90,control,1,Male,31,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Mud puppy?,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Frilled shark,1,1,I don't know,I did not see any statistics,1,40.758804321289,-73.968002319336,-1,
R_27HWktMyeikMzmx,Default Response Set,Anonymous,,,59.96.203.164,0,2015-08-04 05:55:23,2015-08-04 06:01:22,1,fa7f21c584633052f0486b180310b754,control,1,Male,24,Yes,1,1,Lama,1,1,I don't know.,1,1,Ant eater,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,Whale,1,1,I don't know.,I did not see any statistics,1,9.9833068847656,76.283294677734,-1,
R_Z33SrOQOzh0gjfP,Default Response Set,Anonymous,,,72.178.35.67,0,2015-08-04 06:11:01,2015-08-04 06:17:47,1,b283d38102208c7177af3303944c8e74,control,1,Female,48,Yes,1,1,I don't know,1,1,Jack Rabit,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"Yes, they were helpful",1,31.902297973633,-106.40650177002,-1,
R_1Gw9MZXv1fR6Z2S,Default Response Set,Anonymous,,,174.28.186.165,0,2015-08-04 06:55:29,2015-08-04 06:57:08,1,fca8a3ecf8933b32da9f3bf497b92330,control,1,Female,39,No,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,35.246704101562,-106.72319793701,-1,
R_sNAG1GOHXSCMXJf,Default Response Set,Anonymous,,,54.148.44.119,0,2015-08-04 06:57:32,2015-08-04 07:01:35,1,0d1e690554df4b30777d3d1d51e90e63,control,1,Female,27,Yes,1,1,I don't know ,1,1,I don't know ,1,1,I don't know,1,1,I don't know ,1,1,I don't know ,1,1,I don't know,1,1,I don't know ,1,1,Black bear,1,1,I don't know ,1,1,I don't know ,I did not see any statistics,1,45.839904785156,-119.70059967041,-1,
R_1gu79CHEXE5xaWU,Default Response Set,Anonymous,,,24.192.233.144,0,2015-08-04 07:27:41,2015-08-04 07:32:56,1,61410c6f3179fb70fb7ce5cfbbd341f9,control,1,Female,57,No,1,1,I don't know ,1,1,A little kangaroo ,1,1,Rat,1,1,Bat without wings,1,1,I don't know ,1,1,Same as the other one I don't know ,1,1,Skunk ,1,1,I don't know ,1,1,What! I don't know ,1,1,Scary!,I did not see any statistics,1,42.50959777832,-82.936096191406,-1,
R_1LTms3VFc1T2PVP,Default Response Set,Anonymous,,,173.58.36.58,0,2015-08-04 07:36:08,2015-08-04 07:39:20,1,6d8b768fbb09a4ea375b968619870f73,control,1,Female,46,Yes,1,1,I don't know ,1,1,Kangaroo rat,1,1,I don't know,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,I did not see any statistics,1,33.949401855469,-116.97750091553,-1,
R_vTvlQUYvxfKEJFv,Default Response Set,Anonymous,,,73.24.137.29,0,2015-08-04 08:17:04,2015-08-04 08:20:05,1,f292ba201c31cc3f6b8297a8bcaaa11e,control,1,Female,47,No,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,I did not see any statistics,1,32.308898925781,-111.1662979126,-1,
R_1ovZCkQ8Pg9PW0D,Default Response Set,Anonymous,,,70.211.136.89,0,2015-08-04 08:15:48,2015-08-04 08:20:37,1,46bc4dafe8278fb0f887645de136a773,control,1,Female,29,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,34.080307006836,-118.20809936523,-1,
R_rrryEPGpu2sQjW9,Default Response Set,Anonymous,,,73.40.61.71,0,2015-08-04 08:43:21,2015-08-04 08:48:22,1,f5839c5b6166ef2e5b6b3ce8a692d5d2,control,1,Female,37,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,37.442596435547,-77.671997070312,-1,
R_0BXNq9GJOqlK4U1,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-04 10:14:52,2015-08-04 10:18:00,1,2d0b5f35af0e5dbcdd1064fa7da3c9d7,control,1,Female,18,No,1,1,I don't know,1,1,Kangaroo rat,1,1,shrew,1,1,Wombat,1,1,Salamander,1,1,Newt,1,1,I don't know.,1,1,black bear,1,1,Eel,1,1,I don't know,I did not see any statistics,1,33.571701049805,-117.72889709473,-1,
R_2Tod2nvQ72yOOe7,Default Response Set,Anonymous,,,71.31.196.230,0,2015-08-04 11:58:19,2015-08-04 12:03:41,1,6369b24cbcacf2bb5f12287b1ca70d5d,control,1,Female,37,No,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I dont know,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,I did not see any statistics,1,42.104507446289,-79.251998901367,-1,
R_31BrXNAh5Zt7cGC,Default Response Set,Anonymous,,,74.111.127.72,0,2015-08-04 19:23:49,2015-08-04 19:26:23,1,1aac147505b3cfdfbb085446594f6d6f,control,1,Female,51,Yes,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,I did not see any statistics,1,40.406692504883,-80.110801696777,-1,
R_2dzNbcX96x6XJJ7,Default Response Set,Anonymous,,,74.138.28.73,0,2015-08-04 19:59:03,2015-08-04 20:01:24,1,5ab176529c99635b201933f52bdab7b2,control,1,Male,39,Yes,1,1,I don't know,1,1,kangaroo rat,1,1,I don't know,1,1,Tasmanian Devil,1,1,salamander,1,1,salamander,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,38.015899658203,-84.484703063965,-1,
R_86QHYEHTsiDcQSx,Default Response Set,Anonymous,,,66.217.117.207,0,2015-08-04 20:16:28,2015-08-04 20:27:12,1,f1a138f34c0cf02d23ed4e822b9e237e,control,1,Male,32,No,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,38.4541015625,-85.60880279541,-1,
R_C2L2GEobrdOpmc9,Default Response Set,Anonymous,,,107.4.56.174,0,2015-08-05 06:49:24,2015-08-05 06:51:49,1,ce708fd21ead5aca1a3fc323d612f6a1,control,1,Female,30,No,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,Algae Eater,1,1,Bat,1,1,I dont know,1,1,I dont know,1,1,I dont know,I did not see any statistics,1,41.861892700195,-84.603797912598,-1,
R_6JeI4wbJ3eStetb,Default Response Set,Anonymous,,,122.174.73.122,0,2015-08-05 07:44:47,2015-08-05 07:48:45,1,4feed604f6d0789c2703e20ad1a9768f,control,1,Female,40,Yes,1,1,I DON'T KNOW,1,1,RABIT,1,1,RAT,1,1,I DON'T KNOW,1,1,I DON'T KNOW,1,1,FISH,1,1,I DON'T KNOW,1,1,I DON'T KNOW,1,1,I DON'T KNOW,1,1,I DON'T KNOW,I did not see any statistics,1,9.9333038330078,78.11669921875,-1,
R_2D1SbtHqw30IeFD,Default Response Set,Anonymous,,,70.126.232.245,0,2015-08-05 08:34:59,2015-08-05 08:40:14,1,708a5ee9f1c392735e1a5185f13cd195,control,1,Female,25,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,27.929000854492,-82.741600036621,-1,
R_xfoHqrJo7RWn58R,Default Response Set,Anonymous,,,50.186.76.160,0,2015-08-05 16:17:02,2015-08-05 16:18:58,1,5977c5686eccf4230152651e4910a684,control,1,Male,24,Yes,1,1,I don't know,1,1,Kangaroo rat,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Axlotl,1,1,I don't know,1,1,Bear,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,40.477401733398,-112.00820159912,-1,
R_1ie6iZIANwsf8HR,Default Response Set,Anonymous,,,73.9.125.47,0,2015-08-05 16:39:09,2015-08-05 16:43:03,1,20cef6679351c5071aa31ed5981db239,control,1,Female,54,Yes,1,1,deer,1,1,I don't know.,1,1,chinchilla,1,1,Tazmanian Devil,1,1,I don't know.,1,1,salamander,1,1,I don't know.,1,1,I don't know.,1,1,eel,1,1,scorpion,I did not see any statistics,1,41.51789855957,-87.235298156738,-1,
R_3eradTglceBhyD7,Default Response Set,Anonymous,,,104.54.64.41,0,2015-08-06 10:27:53,2015-08-06 10:40:07,1,ebb5af0b7868072e29a90cc7fee46e6b,control,1,Female,47,Yes,1,1,Striped deer,1,1,Kangaroo rat,1,1,Bilby,1,1,Wombat Bat,1,1,Axolotl,1,1,Axolotl,1,1,Trump-haired badger,1,1,Bald bear,1,1,Oarfish,1,1,Blue angel sea slug,I did not see any statistics,1,30.102294921875,-81.353202819824,-1,
R_1kUKtXFDW5mQXah,Default Response Set,Anonymous,,,75.70.68.187,0,2015-08-06 14:34:04,2015-08-06 14:37:46,1,794e83d185729316b055d2ce1ae5c505,control,1,Female,46,Yes,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,I did not see any statistics,1,39.62370300293,-104.87380218506,-1,
R_3fQd5jtzavHw1rX,Default Response Set,Anonymous,,,122.174.205.184,0,2015-08-07 01:16:56,2015-08-07 01:21:57,1,0ddef03db5f01df90c5198c5d29872c4,control,1,Female,48,Yes,1,1,I don't know,1,1,RAT,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,SOME TYPE OF FISH,1,1,I don't know,"No, they were not helpful",1,9.9833068847656,76.283294677734,-1,
R_cTN4uon12LTIR0Z,Default Response Set,Anonymous,,,162.194.105.170,0,2015-08-07 12:55:08,2015-08-07 12:58:26,1,69b5ea81a9aa42d260bf34fe3dbf9a07,control,1,Female,63,Yes,1,1,dont know,1,1,dont know,1,1,shrew,1,1,dont know,1,1,dont know,1,1,tadpole,1,1,dont know,1,1,dont know,1,1,eel,1,1,dont know,I did not see any statistics,1,36.120697021484,-79.894599914551,-1,
R_sC0O6fRdROr654R,Default Response Set,Anonymous,,,190.222.189.211,0,2015-08-07 15:06:04,2015-08-07 15:10:19,1,5e90846fdfafcdbc34d68f64a414a66b,control,1,Female,25,Yes,1,1,I don't know,1,1,Kanagaroo rat,1,1,I don't know,1,1,I don't know,1,1,Salamander,1,1,Salamander,1,1,I don't know,1,1,Hairless bear,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,-12.050003051758,-77.050003051758,-1,
R_2vjmeykdgI3XQ9q,Default Response Set,Anonymous,,,65.27.208.138,0,2015-08-07 15:18:11,2015-08-07 15:20:37,1,98e68bfafbb6110e228668de333f97d9,control,1,Female,57,No,1,1,I don'tknow,1,1,Kangaroo rat,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,eel,1,1,I don't know,I did not see any statistics,1,38.883102416992,-83.916702270508,-1,
R_vZTFSMJwEEOb1Hb,Default Response Set,Anonymous,,,74.100.26.44,0,2015-08-08 10:26:58,2015-08-08 10:29:52,1,d5f32c902c97b1057990b397e4966d96,control,1,Female,48,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Salamander ,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,34.000793457031,-117.12660217285,-1,
R_1jZXQtnrKx1OPnl,Default Response Set,Anonymous,,,68.107.181.155,0,2015-08-08 15:50:35,2015-08-08 15:53:09,1,70fd19abf183018c5007454afeb81711,control,1,Female,36,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Wombat,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,32.217895507812,-110.96859741211,-1,
R_2e9gSqQuQRP7WmC,Default Response Set,Anonymous,,,174.25.110.237,0,2015-08-08 16:47:50,2015-08-08 16:50:34,1,90c63f8a9d83dbd8900c30977ecca49f,control,1,Female,26,No,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,Axolotl,1,1,I don't know.,1,1,bear,1,1,I don't know.,1,1,blue sea slug,I did not see any statistics,1,45.533203125,-122.68270111084,-1,
R_2y8gzR0ZlyjVjGg,Default Response Set,Anonymous,,,97.95.64.36,0,2015-08-08 17:03:57,2015-08-08 17:07:29,1,e7705948325a774ce21b81ac9938b9d4,control,1,Female,29,No,1,1,deer,1,1,Kangaroo Mouse,1,1,I don't know.,1,1,Wombat,1,1,mud skipper,1,1,salamander,1,1,I don't know.,1,1,black bear,1,1,Basking Shark,1,1,I don't know.,I did not see any statistics,1,45.756607055664,-87.157096862793,-1,
R_2CJlItSyjw4KzS6,Default Response Set,Anonymous,,,173.228.83.190,0,2015-08-08 19:33:00,2015-08-08 19:37:23,1,3bc76e3f1697889e1611659e5b91fffa,control,1,Female,45,Yes,1,1,adorbs!,1,1,kangaroo rat?,1,1,pig rat thing,1,1,very very obese bat.  with arms,1,1,aeiouandsometimesy,1,1,something like aeiouti,1,1,Gloria Vanderbilt badger,1,1,were-elephant,1,1,yuck,1,1,super fancy!,I did not see any statistics,1,38.457794189453,-122.68530273438,-1,
R_xt7iAXtD5AmF6Ex,Default Response Set,Anonymous,,,107.136.136.20,0,2015-08-09 13:20:30,2015-08-09 13:22:45,1,3a74c587d2d05002a3165376ea620d86,control,1,Male,25,Yes,1,1,I don't know,1,1,Kangaroo Mouse,1,1,I don't know.,1,1,I don't know.,1,1,Newt,1,1,I don't know,1,1,I don't know,1,1,Bear,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,37.766204833984,-87.259101867676,-1,
R_3fYMkmJteYrQs7h,Default Response Set,Anonymous,,,24.120.206.150,0,2015-08-09 14:19:12,2015-08-09 14:22:39,1,0764c72fad90d13a68bbc37de57d2fa1,control,1,Male,42,No,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,36.175003051758,-115.13719940186,-1,
R_3isrSLOUjDGnu72,Default Response Set,Anonymous,,,108.87.180.12,0,2015-08-09 14:53:51,2015-08-09 15:08:00,1,057a241bb5277387b2ec940619e6a955,control,1,Female,29,Yes,1,1,llama ,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,42.285598754883,-83.485801696777,-1,
R_2XaO4zhPB7PmNn0,Default Response Set,Anonymous,,,70.209.206.43,0,2015-08-03 19:58:00,2015-08-03 19:59:14,0,5a7f5500b4c49f9ffbf6ae4902776b75,control,1,Male,46,No,,,,,,,,,,1,1,Wombat,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3Ny6B1BuyVgdNXb,Default Response Set,Anonymous,,,70.211.6.2,0,2015-08-03 12:38:50,2015-08-03 12:42:56,0,a408cfbe10f1577d56e8253f11590aa7,control,1,Male,42,No,1,1,I don't know ,1,1,Kangaroo rat ,1,1,I don't know,1,1,Tasmanian Devil?,1,1,Giant Salamander-Japan? ,1,1,"Salamander, don't know specific Genus",1,1,I don't know ,1,1,I don't know,1,1,I don't know ,1,1,I don't know ,I did not see any statistics,,,,-1,
R_2XahMpV1G10tUnr,Default Response Set,Anonymous,,,24.5.2.207,0,2015-08-02 23:50:22,2015-08-02 23:53:16,0,6de4254a321f1fc977c0280ca1757ca8,control,1,Female,36,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_Aoe1SDjHimzbD2h,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-04 07:46:56,2015-08-04 07:49:38,0,46dc40b57418359f8fcb5c2a2f3a6bbb,control,1,Female,26,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Salamander,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",,,,-1,
R_3F4CP1dEoaMMEn2,Default Response Set,Anonymous,,,172.250.168.116,0,2015-08-03 16:41:25,2015-08-03 16:44:40,0,79a10652f0350209e75fdc81be1f6e5c,control,1,Female,55,Yes,1,1,I don't know,1,1,Kangaroo rat,1,1,I don't know,1,1,Wombat,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_3KNj63bH4lXzmo6,Default Response Set,Anonymous,,,172.56.38.36,0,2015-08-03 07:59:33,2015-08-03 09:09:11,0,cf96957274f0fcd116cfbeba7824c1cf,control,1,Male,36,Yes,1,1,I don't know,1,1,Kangaroo rat,1,1,I don't know,1,1,I don't know,1,1,Salamander,1,1,Salamander ,1,1,Mole,1,1,Bear,1,1,Prehistoric,1,1,Fish,I did not see any statistics,,,,-1,
R_1CjD6cH9ud0k2Bh,Default Response Set,Anonymous,,,107.185.252.214,0,2015-08-02 22:23:44,2015-08-02 22:29:03,0,6e2c85f8bbb1d3007e20a65877a4014b,control,1,Male,18,Yes,1,1,GOLDEN LLAMA,1,1,Rodbt,1,1,Icanhearu,1,1,Tasmanian hyena ,1,1,Googly fish,1,1,Albinodontknow,1,1,John lennon,1,1,MUTT,1,1,Anaconfish,1,1,AVATARACIOUS,I did not see any statistics,,,,-1,
R_1o751Cot1RnpT8q,Default Response Set,Anonymous,,,82.38.51.14,0,2015-08-03 02:29:41,2015-08-03 02:31:04,0,5ea7a05958b4c43cfbc4feaa144ef86f,control,1,Female,50,No,,,,,,,,,,,,,,,,1,1,i don't know,,,,,,,,,,,,,,,,,-1,
R_1prp1Q3g4dNNxVx,Default Response Set,Anonymous,,,46.161.121.17,0,2015-08-03 01:02:20,2015-08-03 01:04:20,0,d95eff796cd0d1894bcf8a53f2821399,control,1,Female,44,Yes,,,,1,1,I don't know.,1,1,I don't know.,,,,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,,,,,-1,
R_1DIoj7UMaD4u31O,Default Response Set,Anonymous,,,108.242.249.122,0,2015-08-03 13:07:32,2015-08-03 13:13:36,0,82dd9f20df1aa6efc870f2ce516dc25c,control,1,Female,63,Yes,1,1,I don't know,1,1,Bunny rabbit,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_1GVwwYKCHtgDq8j,Default Response Set,Anonymous,,,70.210.66.0,0,2015-08-04 07:24:10,2015-08-04 07:27:30,0,80f4fa1b6cc38ea404268fa5a2b6a26a,control,1,Male,32,Yes,1,1,I don't know. ,1,1,I don't know. ,1,1,I don't know. ,1,1,I don't know. ,1,1,I don't know. ,1,1,Salamander,1,1,I don't know. ,1,1,I don't know. ,1,1,Oarfish,1,1,I don't know,I did not see any statistics,,,,-1,
R_2RaVtp1M4vuRW8M,Default Response Set,Anonymous,,,98.215.9.95,0,2015-08-06 18:00:11,2015-08-06 18:04:27,0,524561d816fb8d812ffef16ad16634df,control,1,Female,31,Yes,1,1,pygmy,1,1,bird mouse,1,1,mouse,1,1,I don't know,1,1,I don't know,1,1,lizzard,1,1,i don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_1py8gSg9fanWNwe,Default Response Set,Anonymous,,,166.170.43.29,0,2015-08-03 06:53:00,2015-08-03 06:56:25,0,6a1b9fb20c640ca3cf867c83640b1773,control,1,Female,63,No,1,1,I don't know ,1,1,Kangaroo rat,1,1,I don't know,1,1,I don't know,1,1,Salamander,1,1,Salamander,1,1,I don't know,1,1,I don't know,1,1,I don't know ,1,1,I don't know,I did not see any statistics,,,,-1,
R_ZzbFeHJrUNi4LFT,Default Response Set,Anonymous,,,99.64.52.122,0,2015-08-03 08:26:59,2015-08-03 08:28:44,0,b89449ea583dac2560364ec3a81b2e27,control,1,Female,59,No,,,,1,1,I don't know,,,,,,,,,,1,1,I DON'T KNOW,1,1,I don't know,,,,,,,,,,,,,,-1,
R_3iD0hOwXPweqb1S,Default Response Set,Anonymous,,,100.32.79.108,0,2015-08-03 05:39:18,2015-08-03 05:42:41,0,4cca4f57ee0ae76c7648dc1a5488091b,control,1,Female,34,Yes,1,1,I don't know ,1,1,I don't know,1,1,I don't know,1,1,Wallabies ,1,1,I don't know ,1,1,Tadpole,1,1,I don't know ,1,1,I don't know,1,1,I don't know ,1,1,I don't know ,I did not see any statistics,,,,-1,
R_2du3nZSH9ZYACHu,Default Response Set,Anonymous,,,70.194.29.111,0,2015-08-03 07:48:56,2015-08-03 07:52:33,0,d931bf7dad36a855463a5d663bbfe010,control,1,Female,33,Yes,1,1,Sheep,1,1,Mouse,1,1,I don't know,1,1,Possum,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_31ZrmQEIiAldV0Z,Default Response Set,Anonymous,,,98.19.244.230,0,2015-08-03 10:57:29,2015-08-03 11:00:39,0,d06cdb1981db683d9203e13941dc408f,control,1,Male,20,No,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't konw,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_22MvVvhrVIMumSI,Default Response Set,Anonymous,,,67.250.58.157,0,2015-08-02 22:42:27,2015-08-02 23:02:55,0,a1a350026fe1d777d0a695e51b254a66,control,1,Male,36,Yes,1,1,I don't know,1,1,gerboa,1,1,I don't know. ,1,1,I don't know. Looks like a wingless bat!,1,1,axlotl,1,1,axlotl,1,1,I don't know.,1,1,I don't know ,1,1,frilled sharks,1,1,nudibranch,I did not see any statistics,,,,-1,
R_1mfVecjsMQuXvNv,Default Response Set,Anonymous,,,68.65.189.41,0,2015-08-03 08:28:34,2015-08-03 08:31:10,0,f0001adda4cd0674e221279923d196df,control,1,Female,31,No,1,1,I don't know,1,1,Kangaroo bunny,1,1,Ardvark,1,1,I don't know,1,1,Axoloti,1,1,Axoloti,1,1,I don't know,1,1,Bear,1,1,I don't know,1,1,I don't know,I did not see any statistics,,,,-1,
R_33vTasPaADQr1wM,Default Response Set,Anonymous,,,24.3.206.209,0,2015-08-03 06:05:11,2015-08-03 06:07:05,0,b9d96755b10b6126bae7da619d97d16b,control,1,Male,36,Yes,1,1,mini-deer,1,1,i don't know,1,1,I don't know,,,,1,1,fishthing,1,1,fishthing,,,,1,1,bear,1,1,eel,,,,,,,,-1,
R_06uNINFKI6Dfqrn,Default Response Set,Anonymous,,,108.41.15.100,0,2015-08-03 04:44:50,2015-08-03 04:50:17,0,431459f99bd18bfcabd0004cdebb8045,control,1,Male,38,Yes,1,1,Llama,1,1,I don't know.,1,1,I don't know.,1,1,Tasmanian devil,1,1,I don't know.,1,1,I don't know.,1,1,Porcupine,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,I did not see any statistics,,,,-1,
